-0.10911, -2.32567, -2.13739, -0.578404, 1.77427, 1.57633:
-0.10911, -2.32567, -2.13739, -0.578404, 1.77427, 1.57633:
-0.10911, -2.27514, -2.14561, -0.620721, 1.77427, 1.57633:
-0.10911, -2.22503, -2.15135, -0.66509, 1.77427, 1.57633:
-0.10911, -2.17556, -2.15458, -0.711326, 1.77427, 1.57633:
-0.10911, -2.12695, -2.15529, -0.759222, 1.77427, 1.57633:
-0.10911, -2.07944, -2.15347, -0.808557, 1.77427, 1.57633:
-0.10911, -2.03323, -2.14913, -0.8591, 1.77427, 1.57633:
-0.10911, -1.98855, -2.1423, -0.910617, 1.77427, 1.57633:
-0.10911, -1.94559, -2.133, -0.962878, 1.77427, 1.57633:
-0.10911, -1.90452, -2.12128, -1.01566, 1.77427, 1.57633:
-0.10911, -1.86551, -2.10719, -1.06877, 1.77427, 1.57633:
-0.10911, -1.82868, -2.09078, -1.12201, 1.77427, 1.57633:
-0.10911, -1.79413, -2.07212, -1.17521, 1.77427, 1.57633:
-0.10911, -1.76195, -2.05127, -1.22825, 1.77427, 1.57633:
-0.10911, -1.73217, -2.02829, -1.28101, 1.77427, 1.57633:
-0.10911, -1.70484, -2.00324, -1.33339, 1.77427, 1.57633:
-0.10911, -1.67995, -1.97619, -1.38533, 1.77427, 1.57633:
