-0.355439, -2.14753, -1.89094, -0.766169, 1.72426, 1.18754:
-0.355439, -2.14753, -1.89094, -0.766169, 1.72426, 1.18754:
-0.355439, -2.11185, -1.88398, -0.808799, 1.72426, 1.18754:
-0.355439, -2.07758, -1.87483, -0.852224, 1.72426, 1.18754:
-0.355439, -2.0448, -1.86351, -0.896326, 1.72426, 1.18754:
-0.355439, -2.01362, -1.85003, -0.940993, 1.72426, 1.18754:
-0.355439, -1.98411, -1.83441, -0.986121, 1.72426, 1.18754:
-0.355439, -1.95633, -1.81668, -1.03162, 1.72426, 1.18754:
-0.355439, -1.93036, -1.79687, -1.0774, 1.72426, 1.18754:
-0.355439, -1.90624, -1.775, -1.12339, 1.72426, 1.18754:
-0.355439, -1.88401, -1.75108, -1.16954, 1.72426, 1.18754:
-0.355439, -1.8637, -1.72513, -1.2158, 1.72426, 1.18754:
-0.355439, -1.84534, -1.69715, -1.26214, 1.72426, 1.18754:
-0.355439, -1.82893, -1.66716, -1.30854, 1.72426, 1.18754:
-0.355439, -1.8145, -1.63514, -1.35499, 1.72426, 1.18754:
-0.355439, -1.80206, -1.60108, -1.4015, 1.72426, 1.18754:
-0.355439, -1.79161, -1.56494, -1.44808, 1.72426, 1.18754:
-0.355439, -1.78318, -1.52668, -1.49478, 1.72426, 1.18754:
