-0.0500326, -2.11274, -1.80764, -0.772699, 1.39091, 1.63465:
-0.0500326, -2.11274, -1.80764, -0.772699, 1.39091, 1.63465:
-0.0500326, -2.08157, -1.79637, -0.815143, 1.39091, 1.63465:
-0.0500326, -2.05192, -1.78297, -0.858197, 1.39091, 1.63465:
-0.0500326, -2.02386, -1.76746, -0.901771, 1.39091, 1.63465:
-0.0500326, -1.99745, -1.74985, -0.945784, 1.39091, 1.63465:
-0.0500326, -1.97276, -1.73016, -0.990163, 1.39091, 1.63465:
-0.0500326, -1.94984, -1.7084, -1.03485, 1.39091, 1.63465:
-0.0500326, -1.92871, -1.68459, -1.07978, 1.39091, 1.63465:
-0.0500326, -1.90943, -1.65872, -1.12493, 1.39091, 1.63465:
-0.0500326, -1.89201, -1.6308, -1.17027, 1.39091, 1.63465:
-0.0500326, -1.87648, -1.60082, -1.21578, 1.39091, 1.63465:
-0.0500326, -1.86287, -1.56875, -1.26146, 1.39091, 1.63465:
-0.0500326, -1.85119, -1.53457, -1.30732, 1.39091, 1.63465:
-0.0500326, -1.84146, -1.49824, -1.35338, 1.39091, 1.63465:
-0.0500326, -1.83372, -1.45969, -1.39968, 1.39091, 1.63465:
-0.0500326, -1.82798, -1.41883, -1.44627, 1.39091, 1.63465:
-0.0500326, -1.82428, -1.37558, -1.49322, 1.39091, 1.63465:
