-0.3249, -2.06775, -2.00832, -0.585847, 1.31475, 0.87422:
-0.3249, -2.06775, -2.00832, -0.585847, 1.31475, 0.87422:
-0.3249, -2.02931, -2, -0.632605, 1.31475, 0.87422:
-0.3249, -1.99247, -1.9894, -0.680037, 1.31475, 0.87422:
-0.3249, -1.95736, -1.97656, -0.727993, 1.31475, 0.87422:
-0.3249, -1.92408, -1.9615, -0.776334, 1.31475, 0.87422:
-0.3249, -1.89271, -1.94427, -0.824933, 1.31475, 0.87422:
-0.3249, -1.86333, -1.92491, -0.87368, 1.31475, 0.87422:
-0.3249, -1.83599, -1.90345, -0.922477, 1.31475, 0.87422:
-0.3249, -1.81073, -1.87993, -0.971246, 1.31475, 0.87422:
-0.3249, -1.78759, -1.8544, -1.01992, 1.31475, 0.87422:
-0.3249, -1.76658, -1.82687, -1.06847, 1.31475, 0.87422:
-0.3249, -1.7477, -1.79737, -1.11684, 1.31475, 0.87422:
-0.3249, -1.73096, -1.76593, -1.16503, 1.31475, 0.87422:
-0.3249, -1.71634, -1.73254, -1.21303, 1.31475, 0.87422:
-0.3249, -1.70384, -1.6972, -1.26087, 1.31475, 0.87422:
-0.3249, -1.69345, -1.65991, -1.30855, 1.31475, 0.87422:
-0.3249, -1.68515, -1.62063, -1.35613, 1.31475, 0.87422:
