-0.402186, -2.05491, -2.19765, -0.392749, 1.334, 0.882416:
-0.402186, -2.05491, -2.19765, -0.392749, 1.334, 0.882416:
-0.402186, -2.00365, -2.19257, -0.449086, 1.334, 0.882416:
-0.402186, -1.95425, -2.18457, -0.506485, 1.334, 0.882416:
-0.402186, -1.90698, -2.1737, -0.564631, 1.334, 0.882416:
-0.402186, -1.86206, -2.16002, -0.62323, 1.334, 0.882416:
-0.402186, -1.81969, -2.1436, -0.682011, 1.334, 0.882416:
-0.402186, -1.78003, -2.12454, -0.740737, 1.334, 0.882416:
-0.402186, -1.74319, -2.10291, -0.799207, 1.334, 0.882416:
-0.402186, -1.70925, -2.0788, -0.857256, 1.334, 0.882416:
-0.402186, -1.67824, -2.05231, -0.914756, 1.334, 0.882416:
-0.402186, -1.65019, -2.0235, -0.971616, 1.334, 0.882416:
-0.402186, -1.62506, -1.99247, -1.02778, 1.334, 0.882416:
-0.402186, -1.60284, -1.95926, -1.08321, 1.334, 0.882416:
-0.402186, -1.58346, -1.92394, -1.1379, 1.334, 0.882416:
-0.402186, -1.56686, -1.88656, -1.19189, 1.334, 0.882416:
-0.402186, -1.55298, -1.84712, -1.2452, 1.334, 0.882416:
