-0.294813, -2.11325, -1.95342, -0.563851, 1.54501, 1.11829:
-0.294813, -2.11325, -1.95342, -0.563851, 1.54501, 1.11829:
-0.294813, -2.07595, -1.94619, -0.608388, 1.54501, 1.11829:
-0.294813, -2.04011, -1.93673, -0.653688, 1.54501, 1.11829:
-0.294813, -2.00587, -1.92504, -0.699618, 1.54501, 1.11829:
-0.294813, -1.97331, -1.91117, -0.746049, 1.54501, 1.11829:
-0.294813, -1.94252, -1.89514, -0.792864, 1.54501, 1.11829:
-0.294813, -1.91359, -1.87698, -0.839959, 1.54501, 1.11829:
-0.294813, -1.88656, -1.85673, -0.887241, 1.54501, 1.11829:
-0.294813, -1.86148, -1.83441, -0.934632, 1.54501, 1.11829:
-0.294813, -1.8384, -1.81006, -0.982068, 1.54501, 1.11829:
-0.294813, -1.81734, -1.78369, -1.0295, 1.54501, 1.11829:
-0.294813, -1.79831, -1.75533, -1.07689, 1.54501, 1.11829:
-0.294813, -1.78133, -1.72498, -1.12423, 1.54501, 1.11829:
-0.294813, -1.76639, -1.69264, -1.17149, 1.54501, 1.11829:
-0.294813, -1.75351, -1.65832, -1.21869, 1.54501, 1.11829:
-0.294813, -1.74268, -1.62199, -1.26586, 1.54501, 1.11829:
-0.294813, -1.7339, -1.58362, -1.31301, 1.54501, 1.11829:
