-0.0487551, -2.1926, -2.0794, -0.153728, 1.73135, 1.43699:
-0.0487551, -2.1926, -2.0794, -0.153728, 1.73135, 1.43699:
-0.0487551, -2.14441, -2.07936, -0.201962, 1.73135, 1.43699:
-0.0487551, -2.09749, -2.07657, -0.251666, 1.73135, 1.43699:
-0.0487551, -2.05206, -2.07105, -0.30261, 1.73135, 1.43699:
-0.0487551, -2.00834, -2.06283, -0.354562, 1.73135, 1.43699:
-0.0487551, -1.9665, -2.05193, -0.407298, 1.73135, 1.43699:
-0.0487551, -1.92672, -2.0384, -0.460604, 1.73135, 1.43699:
-0.0487551, -1.88914, -2.0223, -0.514283, 1.73135, 1.43699:
-0.0487551, -1.85389, -2.00367, -0.568158, 1.73135, 1.43699:
-0.0487551, -1.82106, -1.98259, -0.622076, 1.73135, 1.43699:
-0.0487551, -1.79071, -1.9591, -0.675909, 1.73135, 1.43699:
-0.0487551, -1.7629, -1.93327, -0.729552, 1.73135, 1.43699:
-0.0487551, -1.73764, -1.90515, -0.782926, 1.73135, 1.43699:
-0.0487551, -1.71496, -1.87479, -0.835978, 1.73135, 1.43699:
-0.0487551, -1.69483, -1.84222, -0.888674, 1.73135, 1.43699:
-0.0487551, -1.67724, -1.80748, -0.941005, 1.73135, 1.43699:
