-0.431753, -2.41227, -1.93481, -0.462927, 1.75291, 0.927268:
-0.431753, -2.41227, -1.93481, -0.462927, 1.75291, 0.927268:
-0.431753, -2.36547, -1.94427, -0.500266, 1.75291, 0.927268:
-0.431753, -2.31929, -1.95117, -0.539546, 1.75291, 0.927268:
-0.431753, -2.27387, -1.95551, -0.580629, 1.75291, 0.927268:
-0.431753, -2.22938, -1.95726, -0.623364, 1.75291, 0.927268:
-0.431753, -2.186, -1.95642, -0.667589, 1.75291, 0.927268:
-0.431753, -2.14388, -1.95299, -0.713136, 1.75291, 0.927268:
-0.431753, -2.10318, -1.94699, -0.759831, 1.75291, 0.927268:
-0.431753, -2.06407, -1.93843, -0.807503, 1.75291, 0.927268:
-0.431753, -2.02668, -1.92734, -0.855985, 1.75291, 0.927268:
-0.431753, -1.99115, -1.91374, -0.905119, 1.75291, 0.927268:
-0.431753, -1.95757, -1.89768, -0.954758, 1.75291, 0.927268:
-0.431753, -1.92606, -1.87918, -1.00477, 1.75291, 0.927268:
-0.431753, -1.89669, -1.85828, -1.05503, 1.75291, 0.927268:
-0.431753, -1.86952, -1.83503, -1.10545, 1.75291, 0.927268:
-0.431753, -1.8446, -1.80946, -1.15595, 1.75291, 0.927268:
